"","id","imdbId","movieId","tmdbId","original_title","title","popularity","release_date","revenue","runtime","budget","vote_average","vote_count","original_language"
"1855",9023,"0166813",5389,9023,"Spirit: Stallion of the Cimarron","Spirit: Stallion of the Cimarron",16.724836,2002-05-24,122563539,83,8e+07,7.4,870,"en"
"1856",4614,"0164184",5400,4614,"The Sum of All Fears","The Sum of All Fears",9.268136,2002-05-31,1.93e+08,124,6.8e+07,5.9,447,"en"
"1857",12277,"0279493",5401,12277,"Undercover Brother","Undercover Brother",5.00725,2002-05-31,41604473,86,2.5e+07,5.5,113,"en"
"1858",811,"0067756",5410,811,"Silent Running","Silent Running",14.108597,1972-03-09,NA,89,1e+06,6.2,179,"en"
"1859",3132,"0280486",5414,3132,"Bad Company","Bad Company",9.540021,2002-06-07,65977295,116,7e+07,5.4,232,"en"
"1860",2501,"0258463",5418,2501,"The Bourne Identity","The Bourne Identity",21.040126,2002-06-14,214034224,119,6e+07,7.3,3640,"en"
"1861",9637,"0267913",5419,9637,"Scooby-Doo","Scooby-Doo",8.592826,2002-06-14,275650703,88,8.4e+07,5.4,853,"en"
"1862",12100,"0245562",5420,12100,"Windtalkers","Windtalkers",7.455875,2002-06-14,77628265,134,1.15e+08,5.8,345,"en"
"1863",17898,"0090021",5433,17898,"Silver Bullet","Silver Bullet",5.852908,1985-10-10,NA,95,NA,6.1,116,"en"
"1864",11544,"0275847",5444,11544,"Lilo & Stitch","Lilo & Stitch",18.469238,2002-06-21,145771527,85,8e+07,7.1,1371,"en"
"1865",180,"0181689",5445,180,"Minority Report","Minority Report",20.666063,2002-06-20,358372926,145,1.02e+08,7.1,2663,"en"
"1866",2022,"0280590",5449,2022,"Mr. Deeds","Mr. Deeds",6.674356,2002-06-28,171269535,96,5e+07,5.6,660,"en"
"1867",11982,"0107438",5452,11982,"Look Who's Talking Now!","Look Who's Talking Now!",9.016076,1993-11-05,NA,96,NA,4.7,200,"en"
"1868",21972,"0308506",5458,21972,"Like Mike","Like Mike",5.422624,2002-07-03,NA,99,3e+07,5.7,101,"en"
"1869",608,"0120912",5459,608,"Men in Black II","Men in Black II",16.775716,2002-07-03,441818803,88,1.4e+08,6.1,3188,"en"
"1870",6278,"0253556",5463,6278,"Reign of Fire","Reign of Fire",13.067306,2002-07-12,43061982,101,6e+07,6,684,"en"
"1871",4147,"0257044",5464,4147,"Road to Perdition","Road to Perdition",13.426684,2002-07-12,181001478,117,8e+07,7.3,1102,"en"
"1872",11442,"0220506",5476,11442,"Halloween: Resurrection","Halloween: Resurrection",8.502529,2002-07-01,37664855,94,1.3e+07,4.5,230,"en"
"1873",1364,"0254455",5477,1364,"Lucía y el sexo","Sex and Lucia",8.164312,2001-08-24,2628241,128,NA,6.6,132,"es"
"1874",8869,"0271367",5478,8869,"Eight Legged Freaks","Eight Legged Freaks",10.800753,2002-07-17,NA,99,NA,5.4,303,"en"
"1875",8665,"0267626",5479,8665,"K-19: The Widowmaker","K-19: The Widowmaker",7.718723,2002-07-19,35168966,138,1e+08,6.1,273,"en"
"1876",10996,"0243585",5480,10996,"Stuart Little 2","Stuart Little 2",9.274909,2002-07-19,169956806,78,1.2e+08,5.4,632,"en"
"1877",818,"0295178",5481,818,"Austin Powers in Goldmember","Austin Powers in Goldmember",8.786653,2002-07-26,296655431,94,6.3e+07,5.9,997,"en"
"1878",6404,"0079641",5489,6404,"Nosferatu: Phantom der Nacht","Nosferatu the Vampyre",5.207465,1979-04-11,NA,107,NA,7.5,146,"de"
"1879",8764,"0088286",5500,8764,"Top Secret!","Top Secret!",5.971241,1984-06-08,20458340,90,9e+06,7,241,"en"
"1880",2675,"0286106",5502,2675,"Signs","Signs",11.211568,2002-08-02,408247917,106,7.2e+07,6.4,1624,"en"
"1881",9488,"0287717",5504,9488,"Spy Kids 2: The Island of Lost Dreams","Spy Kids 2: The Island of Lost Dreams",7.164131,2002-08-07,119723358,100,3.8e+07,5.3,533,"en"
"1882",9962,"0279113",5505,9962,"The Good Girl","The Good Girl",4.388338,2002-01-12,16856124,93,8e+06,6.1,183,"en"
"1883",9573,"0309377",5506,9573,"Blood Work","Blood Work",5.852263,2002-08-04,26199517,110,5e+07,6.1,210,"en"
"1884",7451,"0295701",5507,7451,"xXx","xXx",12.722381,2002-08-09,277448382,124,7e+07,5.8,1454,"en"
"1885",2750,"0274309",5508,2750,"24 Hour Party People","24 Hour Party People",12.655728,2002-02-13,NA,117,NA,6.8,109,"en"
"1886",11484,"0073631",5522,11484,"Rollerball","Rollerball",6.680938,1975-06-25,3e+07,125,NA,6,115,"en"
"1887",11692,"0180052",5523,11692,"The Adventures of Pluto Nash","The Adventures of Pluto Nash",8.903754,2002-08-15,7103973,95,1e+08,4.4,143,"en"
"1888",9266,"0300532",5524,9266,"Blue Crush","Blue Crush",6.455738,2002-08-08,51842679,104,2.5e+07,5.6,164,"en"
"1889",9357,"0265459",5528,9357,"One Hour Photo","One Hour Photo",10.753445,2002-08-21,52223306,96,1.2e+07,6.6,444,"en"
"1890",9296,"0258153",5530,9296,"S1m0ne","S1m0ne",5.759483,2002-08-23,19576023,117,NA,5.5,266,"en"
"1891",15070,"0281322",5531,15070,"Undisputed","Undisputed",13.35278,2002-08-23,12398628,96,2e+07,6.1,141,"en"
"1892",10323,"0082186",5540,10323,"Clash of the Titans","Clash of the Titans",7.50381,1981-03-15,41092328,118,1.5e+07,6.8,208,"en"
"1893",9595,"0102059",5541,9595,"Hot Shots!","Hot Shots!",11.026793,1991-07-31,181096164,84,2.6e+07,6.4,588,"en"
"1894",10859,"0094025",5553,10859,"Stakeout","Stakeout",8.376319,1987-08-05,NA,116,NA,6.3,116,"en"
"1895",9544,"0295254",5556,9544,"FearDotCom","FearDotCom",5.160215,2002-08-09,18902015,101,4e+07,3.2,106,"en"
"1896",15516,"0068833",5569,15516,"The Last House on the Left","The Last House on the Left",9.640939,1972-08-30,NA,84,90000,6,142,"en"
"1897",9299,"0117883",5570,9299,"Tesis","Thesis",7.110912,1996-04-11,2647055,125,NA,7.2,165,"es"
"1898",10611,"0303714",5572,10611,"Barbershop","Barbershop",6.498789,2002-04-01,75781642,102,1.2e+07,6.2,139,"en"
"1899",4108,"0293662",5574,4108,"The Transporter","The Transporter",13.217421,2002-10-02,43928932,92,2.1e+07,6.6,1724,"en"
"1900",12262,"0077681",5588,12262,"The Hills Have Eyes","The Hills Have Eyes",4.788002,1977-07-22,2.5e+07,89,230000,6.1,145,"en"
"1901",5506,"0048281",5602,5506,"The Ladykillers","The Ladykillers",12.509812,1955-12-08,NA,91,NA,7.3,104,"en"
"1902",575,"0250258",5608,575,"Das Experiment","The Experiment",7.881933,2001-03-07,NA,114,NA,7.5,319,"de"
"1903",9093,"0240510",5611,9093,"The Four Feathers","The Four Feathers",6.894153,2002-09-08,29882645,132,3.5e+07,6.5,164,"en"
"1904",9039,"0280380",5612,9039,"Trapped","Trapped",5.781667,2002-09-20,6916869,106,3e+07,5.8,140,"en"
"1905",1958,"0283832",5613,1958,"8 femmes","8 Women",5.717082,2002-01-08,NA,111,8e+06,6.9,197,"fr"
"1906",11013,"0274812",5617,11013,"Secretary","Secretary",10.936827,2002-01-11,9304609,104,4e+06,6.8,378,"en"
"1907",129,"0245429",5618,129,"千と千尋の神隠し","Spirited Away",41.048867,2001-07-20,274925095,125,1.5e+07,8.3,3968,"ja"
"1908",11529,"0256415",5620,11529,"Sweet Home Alabama","Sweet Home Alabama",8.587129,2002-09-26,180622424,108,3e+07,6.1,408,"en"
"1909",10771,"0290095",5621,10771,"The Tuxedo","The Tuxedo",6.023213,2002-09-27,NA,98,NA,5.3,494,"en"
"1910",2110,"0281364",5628,2110,"Wasabi","Wasabi",12.426505,2001-10-31,NA,94,15300000,6.2,288,"fr"
"1911",9533,"0289765",5630,9533,"Red Dragon","Red Dragon",2.968157,2002-09-29,209196298,124,7.8e+07,6.7,1142,"en"
"1912",11868,"0051554",5649,11868,"Horror of Dracula","Horror of Dracula",8.355326,1958-05-08,NA,82,226188,7.2,124,"en"
"1913",10772,"0060315",5653,10772,"Django","Django",4.891638,1966-04-05,17277,93,NA,7.1,156,"it"
"1914",12590,"0276816",5663,12590,"Below","Below",11.19785,2002-10-11,605562,105,NA,6,122,"en"
"1915",1809,"0292644",5666,1809,"The Rules of Attraction","The Rules of Attraction",6.781935,2002-10-11,NA,110,4e+06,6.3,170,"en"
"1916",13768,"0283084",5667,13768,"Tuck Everlasting","Tuck Everlasting",5.951492,2002-10-11,19158074,90,1.5e+07,6.4,133,"en"
"1917",10994,"0283139",5668,10994,"White Oleander","White Oleander",13.75498,2002-10-11,NA,109,NA,7.2,111,"en"
"1918",1430,"0310793",5669,1430,"Bowling for Columbine","Bowling for Columbine",11.393859,2002-10-09,35564473,120,4e+06,7.3,467,"en"
"1919",8051,"0272338",5673,8051,"Punch-Drunk Love","Punch-Drunk Love",6.753969,2002-10-25,1.7e+07,95,2.5e+07,6.9,542,"en"
"1920",1613,"0227984",5678,1613,"The 51st State","The 51st State",6.368323,2001-12-07,14,93,28,5.9,173,"en"
"1921",565,"0298130",5679,565,"The Ring","The Ring",13.740965,2002-10-18,249348933,115,4.8e+07,6.5,1720,"en"
"1922",16646,"0318034",5686,16646,"Russkiy Kovcheg","Russian Ark",8.815485,2002-05-22,6723732,99,NA,7.2,102,"ru"
"1923",12477,"0095327",5690,12477,"火垂るの墓","Grave of the Fireflies",0.010902,1988-04-16,NA,89,3700000,8.2,974,"ja"
"1924",10285,"0107254",5691,10285,"Jason Goes to Hell: The Final Friday","Jason Goes to Hell: The Final Friday",9.223325,1993-08-13,15938065,87,3e+06,4.2,197,"en"
"1925",11009,"0076666",5693,11009,"Saturday Night Fever","Saturday Night Fever",13.657204,1977-12-16,237113184,118,3500000,6.5,383,"en"
"1926",11644,"0082085",5712,11644,"Blow Out","Blow Out",7.536295,1981-07-24,1.2e+07,108,1.8e+07,7.3,243,"en"
"1927",6399,"0085327",5720,6399,"Chi trova un amico trova un tesoro","A Friend Is a Treasure",5.928981,1981-12-09,NA,102,NA,6.9,123,"it"
"1928",24740,"0082334",5731,24740,"The Entity","The Entity",6.302682,1982-09-30,13277558,125,NA,6.3,111,"en"
"1929",11646,"0082432",5747,11646,"Gallipoli","Gallipoli",7.44658,1981-08-13,11740000,112,3e+06,7.1,111,"en"
"1930",9645,"0288477",5784,9645,"Ghost Ship","Ghost Ship",13.955376,2002-10-25,68349884,91,3.5e+07,5.3,540,"en"
"1931",9012,"0322802",5785,9012,"Jackass: The Movie","Jackass: The Movie",14.095586,2002-10-21,64282312,87,5e+06,6.1,355,"en"
"1932",1360,"0120679",5791,1360,"Frida","Frida",11.283472,2002-08-29,56298474,123,1.2e+07,7.3,397,"en"
"1933",12208,"0061452",5796,12208,"Casino Royale","Casino Royale",13.300519,1967-04-13,41744718,131,1.2e+07,5.3,153,"en"
"1934",8427,"0297181",5803,8427,"I Spy","I Spy",10.404277,2002-10-31,33561137,97,7e+07,5.2,276,"en"
"1935",9021,"0304669",5804,9021,"The Santa Clause 2","The Santa Clause 2",5.205729,2002-10-31,172855065,104,6.5e+07,5.5,303,"en"
"1936",9280,"0280665",5809,9280,"Femme Fatale","Femme Fatale",6.426438,2002-11-06,16838910,114,3.5e+07,6.2,142,"en"
"1937",65,"0298203",5810,65,"8 Mile","8 Mile",8.374355,2002-11-08,2.15e+08,110,4.1e+07,6.8,1676,"en"
"1938",10712,"0297884",5812,10712,"Far from Heaven","Far from Heaven",10.107519,2002-09-01,29027914,107,13500000,6.9,145,"en"
"1939",672,"0295297",5816,672,"Harry Potter and the Chamber of Secrets","Harry Potter and the Chamber of Secrets",29.741452,2002-11-13,876688482,161,1e+08,7.4,5966,"en"
"1940",11880,"0280609",5833,11880,"Dog Soldiers","Dog Soldiers",10.073784,2002-05-10,NA,105,NA,6.7,227,"en"
"1941",13888,"0102782",5841,13888,"Return to the Blue Lagoon","Return to the Blue Lagoon",8.929393,1991-08-02,2807854,98,1.1e+07,5.2,156,"en"
"1942",9538,"0081455",5853,9538,"Scanners","Scanners",10.574039,1981-01-14,14225876,103,4100000,6.5,248,"en"
"1943",9317,"0083109",5858,9317,"La soupe aux choux","Cabbage Soup",5.082509,1981-12-02,NA,98,NA,6.3,147,"fr"
"1944",11524,"0083190",5867,11524,"Thief","Thief",10.480229,1981-03-27,4300000,122,NA,7.3,130,"en"
"1945",36669,"0246460",5872,36669,"Die Another Day","Die Another Day",12.996474,2002-11-17,431971116,133,1.4e+08,5.8,1112,"en"
"1946",10426,"0293815",5874,10426,"Friday After Next","Friday After Next",5.794821,2002-11-22,33526835,85,2e+07,6,103,"en"
"1947",64,"0287467",5878,64,"Hable con ella","Talk to Her",6.648278,2002-03-14,51001550,112,9285469,7.5,273,"es"
"1948",2103,"0307479",5881,2103,"Solaris","Solaris",10.642824,2002-11-27,30002758,99,4.7e+07,5.9,378,"en"
"1949",9016,"0133240",5882,9016,"Treasure Planet","Treasure Planet",16.141913,2002-11-26,109578115,95,1.4e+08,7.2,980,"en"
"1950",25239,"0077713",5891,25239,"Day of the Woman","I Spit on Your Grave",12.412877,1978-11-02,NA,101,650000,5.8,140,"en"
"1951",14433,"0058777",5899,14433,"Zulu","Zulu",11.604242,1964-01-22,8e+06,138,3500000,7.4,137,"en"
"1952",9932,"0289848",5900,9932,"Analyze That","Analyze That",9.927412,2002-12-06,55003135,96,6e+07,5.7,385,"en"
"1953",2757,"0268126",5902,2757,"Adaptation.","Adaptation.",11.624481,2002-12-06,32801173,114,1.9e+07,7.3,649,"en"
"1954",7299,"0238380",5903,7299,"Equilibrium","Equilibrium",12.671637,2002-12-06,5359645,107,2e+07,6.9,1584,"en"
"1955",17360,"0083284",5915,17360,"Escape to Victory","Escape to Victory",9.865257,1981-06-17,27453418,116,1e+07,6.7,163,"en"
"1956",171,"0083686",5929,171,"La Boum 2","The Party 2",4.964833,1982-12-08,NA,109,NA,6.3,134,"fr"
"1957",13497,"0303933",5941,13497,"Drumline","Drumline",5.270187,2002-12-13,57588485,118,2e+07,6.2,118,"en"
"1958",11852,"0302640",5942,11852,"The Hot Chick","The Hot Chick",8.734328,2002-12-13,35081550,104,NA,5.5,431,"en"
"1959",7303,"0252076",5943,7303,"Maid in Manhattan","Maid in Manhattan",7.291939,2002-12-13,154906693,105,5.5e+07,5.6,493,"en"
"1960",201,"0253754",5944,201,"Star Trek: Nemesis","Star Trek: Nemesis",11.367801,2002-12-13,67312826,117,6e+07,6.1,488,"en"
"1961",2755,"0257360",5945,2755,"About Schmidt","About Schmidt",11.066473,2002-12-13,105834556,125,3e+07,6.7,365,"en"
"1962",121,"0167261",5952,121,"The Lord of the Rings: The Two Towers","The Lord of the Rings: The Two Towers",29.423537,2002-12-18,926287400,179,7.9e+07,8,7641,"en"
"1963",1429,"0307901",5954,1429,"25th Hour","25th Hour",10.271871,2002-12-16,13060843,135,1.5e+07,7.2,640,"en"
"1964",13435,"0168786",5955,13435,"Antwone Fisher","Antwone Fisher",10.944654,2002-12-19,23367586,120,12500000,6.7,140,"en"
"1965",3131,"0217505",5956,3131,"Gangs of New York","Gangs of New York",14.922399,2002-12-14,193772504,167,1e+08,7.1,1964,"en"
"1966",2642,"0313737",5957,2642,"Two Weeks Notice","Two Weeks Notice",7.738531,2002-12-19,93354918,101,6e+07,5.9,505,"en"
"1967",11022,"0272207",5959,11022,"Narc","Narc",5.20644,2002-01-14,12633747,105,6500000,6.8,144,"en"
"1968",11317,"0110613",5969,11317,"My Girl 2","My Girl 2",4.911734,1994-02-11,NA,99,NA,5.4,111,"en"
"1969",4032,"0102492",5970,4032,"My Girl","My Girl",8.605742,1991-11-27,NA,102,16500000,7,441,"en"
"1970",8392,"0096283",5971,8392,"となりのトトロ","My Neighbor Totoro",13.507299,1988-04-16,NA,86,NA,8,1730,"ja"
"1971",16938,"0071222",5980,16938,"Black Christmas","Black Christmas",5.310614,1974-10-11,NA,98,NA,6.8,133,"en"
"1972",640,"0264464",5989,640,"Catch Me If You Can","Catch Me If You Can",19.833077,2002-12-25,352114312,141,5.2e+07,7.7,3917,"en"
"1973",10599,"0255477",5990,10599,"Pinocchio","Pinocchio",6.463613,2002-12-25,41323171,108,4e+07,5.6,144,"it"
"1974",1574,"0299658",5991,1574,"Chicago","Chicago",13.325347,2002-12-26,306776732,113,4.5e+07,6.9,695,"en"
"1975",590,"0274558",5992,590,"The Hours","The Hours",14.686487,2002-12-27,41597830,114,2.5e+07,7,461,"en"
"1976",423,"0253474",5995,423,"The Pianist","The Pianist",14.811594,2002-09-24,120072577,150,3.5e+07,8.1,1927,"en"
"1977",262,"0085794",6001,262,"The King of Comedy","The King of Comedy",9.093411,1982-12-18,NA,109,2e+07,7.6,306,"en"
"1978",4912,"0270288",144606,4912,"Confessions of a Dangerous Mind","Confessions of a Dangerous Mind",11.331072,2002-12-30,33013805,113,3e+07,6.6,281,"en"
"1979",12090,"0305711",6006,12090,"Just Married","Just Married",6.001152,2003-01-09,101564935,95,1.8e+07,5.3,415,"en"
"1980",10628,"0257568",6013,10628,"Kangaroo Jack","Kangaroo Jack",6.538007,2003-01-17,NA,89,NA,4.3,207,"en"
"1981",11078,"0271668",6014,11078,"National Security","National Security",6.409297,2003-01-17,50097949,88,NA,5.5,244,"en"
"1982",598,"0317248",6016,598,"Cidade de Deus","City of God",14.95927,2002-02-05,30641770,130,3300000,8.2,1852,"pt"
"1983",8073,"0057869",6023,8073,"Bande à part","Band of Outsiders",5.648187,1964-08-05,182857,97,120000,7.5,103,"fr"
"1984",5968,"0088414",6039,5968,"The Woman in Red","The Woman in Red",19.856025,1984-08-15,NA,87,25300000,5.6,101,"en"
"1985",10727,"0282209",6040,10727,"Darkness Falls","Darkness Falls",11.878552,2003-01-24,NA,86,NA,4.9,161,"en"
"1986",9358,"0309593",6058,9358,"Final Destination 2","Final Destination 2",12.638573,2003-01-31,90426405,90,2.6e+07,5.9,1046,"en"
"1987",1647,"0292506",6059,1647,"The Recruit","The Recruit",11.485473,2003-01-31,101191884,115,NA,6.2,545,"en"
"1988",10894,"0303361",6063,10894,"May","May",8.398158,2002-01-13,150277,93,5e+05,6.3,153,"en"
"1989",10724,"0083943",6078,10724,"Firefox","Firefox",8.97528,1982-06-13,70687344,136,1.8e+07,5.5,141,"en"
"1990",10150,"0084237",6093,10150,"The Last Unicorn","The Last Unicorn",6.634939,1982-11-19,6455530,92,NA,7,117,"en"
"1991",14645,"0084555",6119,14645,"Le Père Noël est une ordure","Santa Claus Is a Stinker",5.870932,1982-08-25,NA,88,NA,7.4,203,"fr"
"1992",29702,"0084777",6140,29702,"Tenebre","Tenebre",13.925958,1982-10-28,NA,110,NA,6.6,107,"en"
"1993",9919,"0251127",6155,9919,"How to Lose a Guy in 10 Days","How to Lose a Guy in 10 Days",5.188107,2003-02-07,177371441,116,5e+07,6.3,873,"en"
"1994",6038,"0300471",6156,6038,"Shanghai Knights","Shanghai Knights",7.469778,2003-02-06,88323487,115,5e+07,6,707,"en"
"1995",9480,"0287978",6157,9480,"Daredevil","Daredevil",11.415558,2003-02-14,179179718,103,7.8e+07,5,1551,"en"
"1996",14873,"0283426",6158,14873,"The Jungle Book 2","The Jungle Book 2",10.605851,2003-02-07,135680000,72,2e+07,5.6,278,"en"
"1997",12139,"0106701",6166,12139,"Dennis the Menace","Dennis the Menace",10.378902,1993-06-23,117270765,94,3.5e+07,5.5,280,"en"
"1998",991,"0074851",6184,991,"The Man Who Fell to Earth","The Man Who Fell to Earth",6.451499,1976-03-18,NA,138,1500000,6.4,139,"en"
"1999",11615,"0289992",6187,11615,"The Life of David Gale","The Life of David Gale",9.930326,2003-02-21,38955598,130,5e+07,7.3,497,"en"
"2000",11635,"0302886",6188,11635,"Old School","Old School",16.195894,2003-02-21,87055349,91,2.4e+07,6.6,552,"en"
"2001",10623,"0306685",6196,10623,"Cradle 2 the Grave","Cradle 2 the Grave",8.364587,2003-02-28,56489558,101,2.5e+07,5.8,242,"en"
"2002",9613,"0278731",6197,9613,"Spider","Spider",5.812918,2002-12-13,NA,98,NA,6.4,176,"en"
"2003",10678,"0305669",6212,10678,"Bringing Down the House","Bringing Down the House",5.762343,2003-03-07,132675402,105,2e+07,5.4,191,"en"
"2004",9567,"0314353",6213,9567,"Tears of the Sun","Tears of the Sun",10.614987,2003-03-07,85632458,121,7e+07,6.4,582,"en"
"2005",979,"0290673",6214,979,"Irréversible","Irreversible",16.76382,2002-05-22,792,97,NA,7.1,550,"fr"
"2006",455,"0286499",6218,455,"Bend It Like Beckham","Bend It Like Beckham",6.262677,2002-04-11,76578641,112,3500159,6.2,593,"en"
"2007",10632,"0269347",6219,10632,"The Hunted","The Hunted",7.481524,2003-03-11,34234008,94,5.5e+07,6,194,"en"
"2008",12079,"0283003",6223,12079,"Spun","Spun",7.115355,2002-06-01,NA,101,2e+06,6.6,132,"en"
"2009",11571,"0052948",6239,11571,"Journey to the Center of the Earth","Journey to the Center of the Earth",10.38937,1959-12-14,1e+07,132,NA,6.7,107,"en"
"2010",2671,"0178868",6242,2671,"リング","Ringu",6.486126,1998-01-31,8690429,96,1200000,6.9,310,"ja"
"2011",9557,"0285462",6249,9557,"Boat Trip","Boat Trip",6.515316,2002-10-01,8586376,94,2e+07,4.7,148,"en"
"2012",6171,"0285531",6250,6171,"Dreamcatcher","Dreamcatcher",7.694847,2003-03-21,75715436,136,6.8e+07,5.2,574,"en"
"2013",11523,"0264150",6252,11523,"View from the Top","View from the Top",5.506354,2003-03-21,15614000,87,NA,5,145,"en"
"2014",10782,"0264395",6263,10782,"Basic","Basic",14.327717,2003-04-18,42792561,98,5e+07,6.2,290,"en"
"2015",9341,"0298814",6264,9341,"The Core","The Core",11.664861,2003-03-28,74208267,136,6e+07,5.5,531,"en"
"2016",10735,"0286788",6266,10735,"What a Girl Wants","What a Girl Wants",6.743151,2003-03-27,NA,105,NA,5.8,377,"en"
"2017",17057,"0042593",6273,17057,"In a Lonely Place","In a Lonely Place",6.331826,1950-05-17,NA,94,NA,7.5,103,"en"
"2018",8409,"0266465",6280,8409,"A Man Apart","A Man Apart",17.714247,2003-04-04,44350926,109,3.6e+07,5.8,261,"en"
"2019",1817,"0183649",6281,1817,"Phone Booth","Phone Booth",9.142772,2002-09-09,97837138,81,1.3e+07,6.7,1087,"en"
"2020",11299,"0275277",6283,11299,"カウボーイビバップ 天国の扉","Cowboy Bebop: The Movie",11.562163,2001-09-01,NA,116,NA,7.3,174,"ja"
"2021",9506,"0305224",6287,9506,"Anger Management","Anger Management",9.409379,2003-04-11,195745823,106,7.5e+07,5.9,937,"en"
"2022",2662,"0251736",6290,2662,"House of 1000 Corpses","House of 1000 Corpses",11.00913,2003-04-11,16829545,89,7e+06,6,310,"en"
"2023",12093,"0300140",6291,12093,"Lilja 4-Ever","Lilya 4-ever",5.457863,2002-08-23,NA,109,NA,7.7,141,"sv"
"2024",11817,"0245803",6294,11817,"Bulletproof Monk","Bulletproof Monk",7.963481,2003-03-28,NA,104,5.2e+07,5.2,285,"en"
"2025",8326,"0311289",6297,8326,"Holes","Holes",17.193267,2003-04-18,NA,117,2e+07,6.7,396,"en"
"2026",994,"0067800",6301,994,"Straw Dogs","Straw Dogs",6.632663,1971-12-29,3251794,118,2200000,7.2,230,"en"
"2027",10514,"0066769",6303,10514,"The Andromeda Strain","The Andromeda Strain",11.081253,1971-03-12,12376563,131,6500000,7,196,"en"
"2028",1714,"0060390",6305,1714,"Fahrenheit 451","Fahrenheit 451",7.630417,1966-09-14,NA,112,NA,7,198,"en"
"2029",10743,"0310910",6322,10743,"Confidence","Confidence",6.959638,2003-04-25,NA,97,NA,6.4,127,"en"
"2030",2832,"0309698",6323,2832,"Identity","Identity",17.955897,2003-04-25,90259536,90,3e+07,7.1,1090,"en"
"2031",18736,"0306841",6332,18736,"The Lizzie McGuire Movie","The Lizzie McGuire Movie",6.730857,2003-04-25,55534455,94,1.7e+07,5.8,292,"en"
